order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-100542,2026-01-07,West,Mumbai,43-inch Smart TV,Electronics,1,27237,27237,CUST-79702,App
UK-2026-101915,2026-03-05,South,Bengaluru,Cycling Helmet,Sports,1,1598,1598,CUST-32820,App
UK-2026-103656,2026-05-10,North,Delhi,Cricket Bat English Willow,Sports,1,8587,8587,CUST-29977,App
UK-2026-101416,2026-02-08,South,Chennai,Football Size 5,Sports,1,909,909,CUST-70173,Website
UK-2026-103183,2026-05-14,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,3026,3026,CUST-97296,App
UK-2026-102142,2026-03-19,North,Delhi,Badminton Racket Set,Sports,2,2402,4804,CUST-37062,App
UK-2026-101650,2026-03-29,South,Chennai,Foldable Treadmill T2,Sports,1,24374,24374,CUST-71124,Marketplace
UK-2026-103324,2026-05-26,West,Surat,Sunscreen SPF50,Beauty,2,566,1132,CUST-74845,Website
UK-2026-101547,04/03/2026,North,Delhi,Noise-Cancelling Headphones,Electronics,1,9405,9405,CUST-20767,Marketplace
UK-2026-101091,2026-02-21,North,Gurugram,Formal Shirt,Fashion,1,1085,1085,CUST-37062,Website
UK-2026-104321,2026-06-27,South,Chennai,Ionic Hair Dryer,Beauty,1,1837,1837,CUST-11158,App
UK-2026-102821,2026-04-13,North,Gurugram,Cotton Bedsheet Set,Home & Kitchen,2,1450,2900,CUST-72014,App
UK-2026-102778,2026-04-04,West,Pune,  Badminton Racket Set,Sports,1,2453,2453,CUST-33278,App
UK-2026-101148,2026-02-15,West,Surat,Smart Watch X2,Electronics,1,4614,4614,CUST-63957,Website
UK-2026-104381,2026-06-13,West,Pune,Dinner Set 24pc,Home & Kitchen,2,2598,5196,CUST-61487,App
UK-2026-103101,25/05/2026,South,Bengaluru,Smart Watch X2,Electronics,1,4325,4325,CUST-97296,App
UK-2026-102845,"Apr 20, 2026",Central,Raipur,Denim Jacket,Fashion,3,2187,6561,CUST-80041,Website
UK-2026-104338,2026-06-17,West,Ahmedabad,Slim Fit Jeans,Fashion,1,1642,1642,CUST-38528,Website
UK-2026-102090,2026-03-31,West,Surat,Wireless Earbuds Pro,Electronics,1,2920,2920,CUST-59611,Website
UK-2026-104392,2026-06-08,South,Bengaluru,Denim Jacket,Fashion,1,2296,2296,CUST-66074,Website
UK-2026-100391,2026-01-15,Central,Raipur,Wireless Earbuds Pro,Electronics,1,3142,3142,CUST-77185,Website
UK-2026-104120,2026-06-06,Central,Raipur,Adjustable Dumbbells 15kg,Sports,1,5162,5162,CUST-92832,Website
UK-2026-100814,2026-02-10,West,Pune,43-inch Smart TV,Electronics,1,26216,26216,CUST-48424,Website
UK-2026-104228,2026-06-05,North,Delhi,Electric Kettle 1.5L,Home & Kitchen,1,1119,1119,CUST-77426,Website
UK-2026-103286,2026-05-20,East,Patna,43-inch Smart TV,Electronics,1,26304,26304,CUST-34685,Marketplace
UK-2026-100738,2026-02-04,South,Hyderabad,Cycling Helmet,Sports,2,1666,3332,CUST-36148,Website
UK-2026-102452,2026-04-09,East,Bhubaneswar,Noise-Cancelling Headphones,Electronics,2,8804,17608,CUST-66078,Marketplace
UK-2026-103145,2026-05-31,South,Bengaluru,Denim Jacket,Fashion,1,2242,2242,CUST-14033,App
UK-2026-101268,2026-02-09,East,Bhubaneswar,Modern Wall Clock,Home & Kitchen,1,834,834,CUST-26737,Website
UK-2026-100371,2026-01-05,North,Gurugram,Silk Saree,Fashion,1,3422,3422,CUST-89738,App
UK-2026-104404,2026-06-06,West,Mumbai,Running Sneakers,Fashion,1,2835,2835,CUST-85573,Marketplace
UK-2026-101574,2026-03-22,North,Noida,Vitamin C Serum,Beauty,2,732,1464,CUST-64248,App
UK-2026-101858,2026-03-31,West,Mumbai,Slim Fit Jeans,Fashion,2,1575,3150,CUST-58665,App
UK-2026-103685,2026-05-17,North,Chandigarh,Mirrorless Camera Lite,Electronics,1,30238,30238,CUST-74686,Website
UK-2026-103276,2026-05-16,South,Hyderabad,Bluetooth Speaker Mini,Electronics,1,1487,1487,CUST-59468,Marketplace
UK-2026-103428,2026-05-17,North,Gurugram,Mirrorless Camera Lite,Electronics,1,27978,27978,CUST-65589,App
UK-2026-100404,2026-01-30,North,Gurugram,Formal Shirt,Fashion,1,1136,1136,CUST-53252,Marketplace
UK-2026-102220,2026-03-30,West,Ahmedabad,Cotton Kurta Set,Fashion,1,1315,1315,CUST-98394,App
UK-2026-101187,13-02-26,North,Chandigarh,Slim Fit Jeans,Fashion,1,1608,1608,CUST-39554,Marketplace
UK-2026-103716,2026-05-11,North,Gurugram,Non-Stick Cookware Set,Home & Kitchen,1,2861,2861,CUST-85725,Website
UK-2026-100679,2026-01-14,North,Gurugram,Modern Wall Clock,Home & Kitchen,2,775,1550,CUST-58032,Website
UK-2026-103981,2026-05-30,West,Ahmedabad,Makeup Brush Set,Beauty,1,1301,1301,CUST-68277,Marketplace
UK-2026-101723,2026-03-08,Central,Bhopal,Cotton Kurta Set,Fashion,2,1340,2680,CUST-69837,App
UK-2026-102557,2026-04-02,West,Pune,Robot Vacuum R7,Home & Kitchen,1,18992,18992,CUST-37348,Website
UK-2026-102884,2026-04-02,West,Surat,Smart Watch X2,Electronics,2,4359,8718,CUST-78581,App
UK-2026-101580,2026-03-30,West,Surat,Dinner Set 24pc,Home & Kitchen,1,2441,2441,CUST-19903,Marketplace
UK-2026-101997,2026-03-14,North,Gurugram,Cycling Helmet,Sports,2,1632,3264,CUST-60835,App
UK-2026-100370,2026-01-08,East,Bhubaneswar,Foldable Treadmill T2,Sports,2,25374,50748,CUST-22534,App
UK-2026-100179,2026-01-12,South,Hyderabad,Adjustable Dumbbells 15kg,Sports,2,5012,10024,CUST-58032,App
UK-2026-104193,2026-06-04,Central,Raipur,Dinner Set 24pc,Home & Kitchen,1,2515,2515,CUST-48053,App
UK-2026-101366,2026-02-21,North,Noida,Leather Wallet,Fashion,2,891,1782,CUST-86378,App
UK-2026-104388,2026-06-08,South,Hyderabad,Mixer Grinder 750W,Home & Kitchen,2,3464,6928,CUST-95287,App
UK-2026-102755,2026-04-24,East,Bhubaneswar,Football Size 5,Sports,4,944,3776,CUST-86717,Website
UK-2026-103049,2026-04-12,South,BLR,Mirrorless Camera Lite,Electronics,1,28805,28805,CUST-71113,App
UK-2026-101483,2026-03-11,South,Chennai,Foldable Treadmill T2,Sports,1,26141,26141,CUST-39461,Website
UK-2026-103876,2026-05-29,West,Pune,Yoga Mat Pro,Sports,2,1192,2384,CUST-85789,App
UK-2026-104467,2026-06-07,South,Hyderabad,Power Bank 20000mAh,Electronics,2,1810,3620,CUST-97703,Website
UK-2026-104897,2026-06-04,North,Gurugram,Silk Saree,Fashion,3,3437,10311,CUST-17416,App
UK-2026-103836,2026-05-17,Central,Nagpur,Cotton Bedsheet Set,Home & Kitchen,0,1353,4059,CUST-74193,App
UK-2026-104152,2026-06-19,North,Delhi,Mixer Grinder 750W,Home & Kitchen,1,3409,3409,CUST-14895,Website
UK-2026-101627,2026-03-18,West,Mumbai,Cycling Helmet,Sports,1,1558,1558,CUST-27051,Website
UK-2026-104911,2026-06-07,Central,Raipur,Ultrabook Air 14,Electronics,2,29725,59450,CUST-86217,Marketplace
UK-2026-104402,2026-06-14,North,Gurgaon,43-inch Smart TV,Electronics,1,25465,25465,CUST-58032,App
UK-2026-100192,2026-01-11,South,BLR,Bluetooth Speaker Mini,Electronics,2,1493,2986,CUST-86106,App
UK-2026-101698,2026-03-13,North,Gurugram,Ionic Hair Dryer,Beauty,1,1840,1840,CUST-73338,App
UK-2026-102153,"Mar 29, 2026",West,Surat,Leather Wallet,Fashion,2,939,1878,CUST-48400,App
UK-2026-100555,2026-01-31,South,Chennai,Power Bank 20000mAh,Electronics,1,1729,1729,CUST-24144,Marketplace
UK-2026-102926,2026-04-13,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,1,1125,1125,CUST-22983,App
UK-2026-103723,2026-05-04,North,Chandigarh,Ultrabook Air 14,Electronics,1,30164,30164,CUST-66820,Website
UK-2026-103494,2026-05-30,West,Ahmedabad,Wireless Earbuds Pro,Electronics,3,2938,8814,CUST-45547,Website
UK-2026-101801,10-03-26,West,Mumbai,Noise-Cancelling Headphones,Electronics,1,9400,9400,CUST-64988,App
UK-2026-101276,2026-02-19,South,Hyderabad,Electric Kettle 1.5L,Home & Kitchen,3,1106,3318,CUST-49894,App
UK-2026-103499,2026-05-27,East,Bhubaneswar,Silk Saree,Fashion,1,3401,3401,CUST-22669,Marketplace
UK-2026-104671,2026-06-12,East,Patna,Air Fryer 5L,Home & Kitchen,2,5297,10594,CUST-55275,Website
UK-2026-103714,2026-05-10,South,Bengaluru,Yoga Mat Pro,Sports,2,1166,2332,CUST-83701,Website
UK-2026-100642,05/01/2026,East,Patna,Cricket Bat English Willow,Sports,1,8640,8640,CUST-38066,App
UK-2026-100711,2026-01-11,North,Delhi,Power Bank 20000mAh,Electronics,2,1889,3778,CUST-93643,Website
UK-2026-103721,2026-05-19,South,Chennai,Formal Shirt,Fashion,2,1127,2254,CUST-85825,Website
UK-2026-102760,2026-04-29,East,Bhubaneswar,Smart Watch X2,Electronics,2,4356,8712,CUST-57436,App
UK-2026-100477,2026-01-03,South,Bengaluru,Cotton Bedsheet Set,Home & Kitchen,1,1447,1447,CUST-73965,App
UK-2026-102986,2026-04-29,West,Surat,Mirrorless Camera Lite,Electronics,4,30410,121640,CUST-31660,App
UK-2026-100207,2026-01-31,West,Surat,Wireless Earbuds Pro,Electronics,1,2863,2863,CUST-41313,Website
UK-2026-100648,2026-01-10,East,Patna,Leather Wallet,Fashion,2,884,1768,CUST-80886,Marketplace
UK-2026-100014,2026-01-22,Central,Bhopal,Vitamin C Serum,Beauty,2,715,1430,CUST-97589,Website
UK-2026-104850,2026-06-21,North,Noida,Modern Wall Clock,Home & Kitchen,1,832,832,CUST-63782,App
UK-2026-104484,2026-06-06,Central,Raipur,Ethnic Dupatta,Fashion,1,483,483,CUST-95966,Website
UK-2026-101452,2026-03-01,West,Pune,Cycling Helmet,Sports,2,1647,3294,CUST-86378,Website
UK-2026-103532,2026-05-15,West,Pune,Denim Jacket,Fashion,2,2094,4188,CUST-22021,App
UK-2026-101525,2026-03-07,East,Guwahati,Noise-Cancelling Headphones,Electronics,1,9097,9097,CUST-91082,App
UK-2026-104701,2026-06-25,East,Bhubaneswar,Eau de Parfum 100ml,Beauty,1,1976,1976,CUST-78437,Website
UK-2026-103682,2026-05-06,Central,Raipur,Mixer Grinder 750W,Home & Kitchen,1,3327,3327,CUST-52015,Website
UK-2026-103910,2026-05-28,West,Ahmedabad,Modern Wall Clock,Home & Kitchen,1,767,767,CUST-99363,Marketplace
UK-2026-103918,2026-05-15,West,Mumbai,Cycling Helmet,Sports,1,1579,1579,CUST-90679,Marketplace
UK-2026-102051,2026-03-07,South,Kochi,43-inch Smart TV,Electronics,1,26106,26106,CUST-91055,Website
UK-2026-101279,2026-02-14,South,Bengaluru,Robot Vacuum R7,Home & Kitchen,1,18787,18787,CUST-77202,Website
UK-2026-101476,2026-03-11,South,Chennai,Running Sneakers,Fashion,2,2751,5502,CUST-62013,App
UK-2026-103231,2026-05-28,West,Surat,Mirrorless Camera Lite,Electronics,2,27794,55588,CUST-79508,App
UK-2026-101235,2026-02-02,East,Guwahati,Eau de Parfum 100ml,Beauty,2,1927,3854,CUST-54577,App
UK-2026-102905,2026-04-18,Central,Bhopal,Mixer Grinder 750W,Home & Kitchen,1,3299,3299,CUST-77698,Marketplace
UK-2026-100428,2026-01-02,North,Gurugram,Mirrorless Camera Lite,Electronics,1,27843,27843,CUST-52143,Marketplace
UK-2026-104083,2026-06-17,South,Bengaluru,Electric Kettle 1.5L,Home & Kitchen,2,1112,2224,CUST-83174,Marketplace
UK-2026-104005,2026-05-16,South,Bangalore,Electric Kettle 1.5L,Home & Kitchen,1,1134,1134,CUST-13240,Marketplace
UK-2026-104702,2026-06-10,East,Patna,Football Size 5,Sports,2,892,1784,CUST-53170,App
UK-2026-102173,2026-03-22,North,Chandigarh,43-inch Smart TV,Electronics,3,26303,78909,CUST-50093,Marketplace
UK-2026-103891,2026-05-02,East,Calcutta,Slim Fit Jeans,Fashion,1,1644,1644,CUST-94644,Website
UK-2026-104654,2026-06-25,North,Chandigarh,Foldable Treadmill T2,Sports,1,25971,25971,CUST-18288,App
UK-2026-104903,07-06-26,East,Bhubaneswar,Ultrabook Air 14,Electronics,1,30581,30581,CUST-34099,App
UK-2026-102411,2026-04-01,West,Pune,Cricket Bat English Willow,Sports,1,9409,9409,CUST-72424,Website
UK-2026-100587,2026-01-19,South,Cochin,Slim Fit Jeans,Fashion,1,1608,1608,CUST-52289,App
UK-2026-102750,15/04/2026,West,Mumbai,Robot Vacuum R7,Home & Kitchen,1,19112,19112,CUST-26952,App
UK-2026-101167,2026-02-07,Central,Nagpur,Bluetooth Speaker Mini,Electronics,1,1469,1469,CUST-54962,App
UK-2026-101090,2026-02-20,South,Hyderabad,Formal Shirt,Fashion,1,1053,1053,CUST-73966,App
UK-2026-101847,2026-03-23,South,Kochi,Makeup Brush Set,Beauty,1,1271,1271,CUST-33076,Website
UK-2026-103073,2026-04-24,South,Kochi,Robot Vacuum R7,Home & Kitchen,1,19393,19393,CUST-72995,Website
UK-2026-104940,2026-06-24,North,Gurugram,Noise-Cancelling Headphones,Electronics,1,9363,9363,CUST-54681,Website
UK-2026-101828,2026-03-28,South,Bengaluru,Denim Jacket,Fashion,1,2133,2133,CUST-16797,Website
UK-2026-101261,2026-02-03,South,Kochi,43-inch Smart TV,Electronics,1,27034,27034,CUST-80838,Marketplace
UK-2026-104746,2026-06-27,North,Delhi,Football Size 5,Sports,1,905,905,CUST-61593,App
UK-2026-100106,2026-01-27,West,Surat,Wireless Earbuds Pro,Electronics,2,2877,5754,CUST-88240,App
UK-2026-101439,2026-02-27,South,Hyderabad,Smart Watch X2,Electronics,1,4719,4719,CUST-56923,App
UK-2026-104232,2026-06-03,South,BLR,Denim Jacket,Fashion,2,2243,4486,CUST-95854,App
UK-2026-102587,2026-04-10,North,Noida,Electric Kettle 1.5L,Home & Kitchen,4,1097,4388,CUST-59127,Website
UK-2026-104383,2026-06-26,West,Pune,Running Sneakers,Fashion,1,2706,2706,CUST-33496,App
UK-2026-102689,2026-04-10,West,Mumbai,43-inch Smart TV,Electronics,2,25026,50052,CUST-43186,App
UK-2026-100849,2026-02-04,South,Hyderabad,Mixer Grinder 750W,Home & Kitchen,2,3143,6286,CUST-81072,App
UK-2026-100701,"Jan 12, 2026",Central,Nagpur,Wireless Earbuds Pro,Electronics,1,2891,2891,CUST-64746,Marketplace
UK-2026-104269,2026-06-05,North,Delhi,Beard Grooming Kit,Beauty,2,1011,2022,CUST-34468,App
UK-2026-103371,2026-05-18,East,Kolkata,Matte Lipstick Set,Beauty,1,906,906,CUST-27003,App
UK-2026-100940,2026-02-24,North,Chandigarh,Mixer Grinder 750W,Home & Kitchen,1,3455,3455,CUST-30449,App
UK-2026-101744,2026-03-31,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,1,1132,1132,CUST-71468,App
UK-2026-101041,"Feb 27, 2026",West,Pune,Running Sneakers,Fashion,1,2675,2675,CUST-71544,App
UK-2026-102657,2026-04-19,North,Gurugram,Mixer Grinder 750W,Home & Kitchen,1,3354,3354,CUST-66538,Website
UK-2026-102935,2026-04-27,South,Bengaluru,Wireless Earbuds Pro,Electronics,1,2962,2962,CUST-62493,App
UK-2026-102602,2026-04-26,Central,Indore,Power Bank 20000mAh   ,Electronics,1,1820,1820,CUST-87484,Marketplace
UK-2026-101540,"Mar 15, 2026",North,Chandigarh,Beard Grooming Kit,Beauty,1,1011,1011,CUST-42951,App
UK-2026-100302,2026-01-19,West,Pune,Cotton Bedsheet Set,Home & Kitchen,1,1405,1405,CUST-20551,App
UK-2026-104468,2026-06-06,North,Gurugram,Cotton Kurta Set,Fashion,1,1290,1290,CUST-61149,Website
UK-2026-103699,2026-05-03,South,Chennai,Football Size 5,Sports,2,887,1774,CUST-85565,Marketplace
UK-2026-100841,2026-02-28,Central,Indore,Football Size 5,Sports,1,857,857,CUST-60821,App
UK-2026-104459,2026-06-28,West,Pune,Leather Wallet,Fashion,1,899,899,CUST-78480,App
UK-2026-102291,2026-04-16,North,Chandigarh,Running Sneakers,Fashion,1,2745,2745,CUST-43390,App
UK-2026-104318,2026-06-16,South,Chennai,Slim Fit Jeans,Fashion,0,1587,1587,CUST-17855,Marketplace
UK-2026-100236,2026-01-30,North,Noida,Ethnic Dupatta,Fashion,1,484,484,CUST-20636,App
UK-2026-100311,2026-01-17,North,Noida,Silk Saree,Fashion,1,3626,"₹3,626",CUST-10140,Website
UK-2026-100878,2026-02-05,West,Ahmedabad,Adjustable Dumbbells 15kg,Sports,1,4752,4752,CUST-20881,App
UK-2026-102403,2026-04-26,East,Patna,Modern Wall Clock,Home & Kitchen,2,776,1552,CUST-93263,App
UK-2026-102481,2026-04-20,West,Ahmedabad,Electric Kettle 1.5L,Home & Kitchen,1,1061,1061,CUST-89462,Website
UK-2026-102412,2026-04-04,North,Delhi,Sunscreen SPF50,Beauty,1,532,532,CUST-63242,Website
UK-2026-102450,2026-04-13,South,Bengaluru,Beard Grooming Kit,Beauty,1,1025,1025,CUST-58375,Website
UK-2026-102251,2026-04-13,South,Bengaluru,Cricket Bat English Willow,Sports,1,8999,8999,CUST-75874,Website
UK-2026-100116,24/01/2026,North,Noida,Yoga Mat Pro,Sports,1,1178,1178,CUST-47695,Website
UK-2026-103092,2026-05-05,South,Chennai,Mirrorless Camera Lite,Electronics,3,30156,90468,CUST-88167,Website
UK-2026-100777,2026-02-09,North,Delhi,Robot Vacuum R7,Home & Kitchen,1,18327,18327,CUST-82512,App
UK-2026-100579,2026-01-29,South,Chennai,Leather Wallet,Fashion,1,872,872,CUST-35330,Website
UK-2026-100811,2026-02-07,West,Mumbai,Gym Gloves,Sports,2,521,"₹1,042",CUST-89738,App
UK-2026-101718,2026-03-19,South,Kochi,Bluetooth Speaker Mini,Electronics,1,1546,1546,CUST-38113,App
UK-2026-103842,2026-05-23,Central,Nagpur,Adjustable Dumbbells 15kg,Sports,2,5244,10488,CUST-85257,Website
UK-2026-104254,2026-06-25,South,Bengaluru,Noise-Cancelling Headphones,Electronics,1,9290,9290,CUST-14229,Marketplace
UK-2026-100225,2026-01-27,West,Mumbai,Makeup Brush Set,Beauty,1,1324,1324,CUST-99810,App
UK-2026-104957,2026-06-08,South,Hyderabad,Smart Watch X2,Electronics,1,4711,4711,CUST-48308,Marketplace
UK-2026-102324,2026-04-10,East,Patna,Makeup Brush Set,Beauty,1,1348,1348,CUST-50824,App
UK-2026-102172,2026-03-28,East,Guwahati,Mirrorless Camera Lite,Electronics,1,28543,"28,543.00",CUST-48400,App
UK-2026-104668,2026-06-17,West,Pune,Ethnic Dupatta,Fashion,1,524,524,CUST-58144,App
UK-2026-103192,2026-05-19,North,Noida,Formal Shirt,Fashion,-1,1070,2140,CUST-22574,Website
UK-2026-100013,2026-01-05,South,Bengaluru,Ionic Hair Dryer,Beauty,1,1811,1811,CUST-33695,Website
UK-2026-104623,2026-06-14,West,Mumbai,Modern Wall Clock,Home & Kitchen,1,797,797,CUST-21406,App
UK-2026-104655,2026-06-02,West,Pune,Mixer Grinder 750W,Home & Kitchen,1,3297,3297,CUST-56217,App
UK-2026-104581,2026-06-06,North,Delhi,Wireless Earbuds Pro,Electronics,2,3053,6106,CUST-58123,Marketplace
UK-2026-103878,26/05/2026,West,Surat,Foldable Treadmill T2,Sports,2,26241,52482,CUST-52769,App
UK-2026-101907,2026-03-14,North,New Delhi,Eau de Parfum 100ml,Beauty,1,1991,1991,CUST-64127,App
UK-2026-100347,2026-01-30,Central,Bhopal,43-inch Smart TV,Electronics,1,25266,25266,CUST-50886,App
UK-2026-102336,2026-04-01,Central,Bhopal,Ethnic Dupatta,Fashion,,481,481,CUST-26686,Website
UK-2026-103061,2026-04-05,East,Bhubaneswar,43-inch Smart TV,Electronics,2,26273,52546,CUST-45684,Marketplace
UK-2026-103060,2026-04-25,West,Pune,Robot Vacuum R7,Home & Kitchen,1,19803,19803,CUST-83848,Website
UK-2026-102459,2026-04-08,Central,Bhopal,Air Fryer 5L,Home & Kitchen,1,5417,5417,CUST-51152,Marketplace
UK-2026-101253,2026-02-14,South,Kochi,Yoga Mat Pro,Sports,-1,1229,1229,CUST-58403,App
UK-2026-100794,2026-02-22,West,Surat,Smart Watch X2,Electronics,1,4566,4566,CUST-14147,App
UK-2026-102909,2026-04-10,East,Bhubaneswar,Running Sneakers,Fashion,1,2684,2684,CUST-41313,Website
UK-2026-104533,2026-06-29,South,Madras,Cotton Kurta Set,Fashion,2,1326,2652,CUST-37348,Marketplace
UK-2026-101330,2026-02-28,North,Gurugram,Mixer Grinder 750W,Home & Kitchen,1,3178,3178,CUST-91691,Website
UK-2026-101477,2026-03-01,South,Hyderabad,Leather Wallet,Fashion,2,897,1794,CUST-28841,App
UK-2026-100472,2026-01-15,Central,Raipur,Mirrorless Camera Lite,Electronics,1,30179,30179,CUST-30101,App
UK-2026-104686,2026-06-22,Central,Indore,Ethnic Dupatta,Fashion,1,523,523,CUST-55789,Marketplace
UK-2026-101556,2026-03-14,South,Kochi,Ultrabook Air 14,Electronics,1,31250,31250,CUST-69893,Marketplace
UK-2026-100908,2026-02-15,North,Chandigarh,Noise-Cancelling Headphones,Electronics,1,8641,8641,CUST-26026,Marketplace
UK-2026-102162,2026-03-06,West,Pune,Yoga Mat Pro,Sports,2,1158,2316,CUST-41774,App
UK-2026-104571,2026-06-25,Central,Nagpur,Slim Fit Jeans,Fashion,4,1604,6416,CUST-55275,App
UK-2026-100532,2026-01-27,North,Gurugram,Non-Stick Cookware Set,Home & Kitchen,2,2963,5926,CUST-21190,App
UK-2026-104001,2026-05-10,South,Hyderabad,Power Bank 20000mAh,Electronics,1,1800,1800,CUST-88012,App
UK-2026-104165,2026-06-07,East,Kolkata,Smart Watch X2,Electronics,1,4553,4553,CUST-91296,Website
UK-2026-103413,2026-05-09,West,Mumbai,Robot Vacuum R7,Home & Kitchen,1,18675,18675,CUST-44126,App
UK-2026-101613,2026-03-08,West,Ahmedabad,Silk Saree,Fashion,1,3466,3466,CUST-75543,Marketplace
UK-2026-101290,2026-02-18,West,Pune,Beard Grooming Kit,Beauty,1,969,969,CUST-67403,App
UK-2026-104180,2026-06-08,West,Surat,Power Bank 20000mAh,Electronics,1,1876,1876,CUST-46777,Marketplace
UK-2026-100750,26/02/2026,South,Bengaluru,Football Size 5,Sports,2,901,1802,CUST-26661,Marketplace
UK-2026-102074,2026-03-29,North,Chandigarh,Sunscreen SPF50,Beauty,3,528,1584,CUST-72990,App
UK-2026-101491,2026-03-22,West,Pune,Bluetooth Speaker Mini,Electronics,1,1540,1540,CUST-77767,Website
UK-2026-101852,2026-03-30,South,Kochi,Ultrabook Air 14,Electronics,1,29919,29919,CUST-73966,Website
UK-2026-104006,2026-05-18,Central,Nagpur,Leather Wallet,Fashion,1,924,924.00,CUST-34239,Marketplace
UK-2026-104974,2026-06-04,Central,Raipur,Noise-Cancelling Headphones,Electronics,2,9196,18392,CUST-54461,Marketplace
UK-2026-100296,2026-01-19,North,Chandigarh,Ultrabook Air 14,Electronics,1,30856,30856,CUST-49894,Website
UK-2026-102419,2026-04-22,East,Patna,Foldable Treadmill T2,Sports,1,23822,,CUST-20608,App
UK-2026-102303,2026-04-12,North,Noida,Cricket Bat English Willow,Sports,1,8698,8698,CUST-96582,Website
UK-2026-100253,"Jan 9, 2026",East,Guwahati,Cycling Helmet,Sports,3,1545,4635,CUST-58403,App
UK-2026-100928,2026-02-13,East,Guwahati,Vitamin C Serum,Beauty,2,712,1424,CUST-71261,App
UK-2026-104452,2026-06-02,East,Patna,Noise-Cancelling Headphones,Electronics,1,9183,9183,CUST-48830,Website
UK-2026-103383,2026-05-14,East,Kolkata,43-inch Smart TV,Electronics,1,25359,25359,CUST-65734,App
UK-2026-101408,2026-02-05,North,Chandigarh,Noise-Cancelling Headphones,Electronics,2,9274,18548,CUST-18125,Marketplace
UK-2026-103582,2026-05-06,South,Bengaluru,Wireless Earbuds Pro,Electronics,1,2862,2862,CUST-58018,Website
UK-2026-103798,2026-05-29,West,Pune,  Cotton Bedsheet Set,Home & Kitchen,1,1388,1388,CUST-40650,Marketplace
UK-2026-102556,2026-04-08,South,Bengaluru,Formal Shirt,Fashion,1,1134,1134,CUST-23465,App
UK-2026-102808,2026-04-11,Central,Indore,Eau de Parfum 100ml,Beauty,2,1951,3902,CUST-40349,App
UK-2026-103635,2026-05-11,North,Noida,Makeup Brush Set,Beauty,2,1353,2706,CUST-61734,App
UK-2026-103427,2026-05-05,Central,Indore,Formal Shirt,Fashion,3,1134,3402,CUST-22101,Website
UK-2026-102678,2026-04-11,West,Pune,Non-Stick Cookware Set,Home & Kitchen,2,2855,5710,CUST-42937,App
UK-2026-103980,2026-05-30,South,Chennai,Football Size 5,Sports,2,920,1840,CUST-58665,Marketplace
UK-2026-102703,2026-04-19,East,Guwahati,Wireless Earbuds Pro,Electronics,2,2933,5866,CUST-87173,Marketplace
UK-2026-104772,2026-06-14,North,Chandigarh,Modern Wall Clock,Home & Kitchen,1,783,783,CUST-94230,Marketplace
UK-2026-101960,2026-03-11,West,Surat,Modern Wall Clock,Home & Kitchen,1,837,837,CUST-48186,App
UK-2026-101565,2026-03-28,South,Kochi,Slim Fit Jeans,Fashion,3,1673,5019,CUST-48250,App
UK-2026-101302,2026-02-22,West,Mumbai,Running Sneakers,Fashion,1,2791,2791,CUST-52964,Website
UK-2026-102746,2026-04-09,East,Patna,Non-Stick Cookware Set,Home & Kitchen,1,2793,2793,CUST-59126,Marketplace
UK-2026-102763,2026-04-20,East,Guwahati,Beard Grooming Kit,Beauty,2,961,1922,CUST-30051,Website
UK-2026-101044,2026-02-09,South,Chennai,Vitamin C Serum,Beauty,2,721,1442,CUST-28132,App
UK-2026-101578,2026-03-15,South,Chennai,Formal Shirt,Fashion,1,1135,1135,CUST-53189,Website
UK-2026-104218,2026-06-10,West,Pune,Ultrabook Air 14,Electronics,1,29647,,CUST-35365,App
UK-2026-103593,2026-05-13,South,Bengaluru,Foldable Treadmill T2,Sports,1,24711,24711,CUST-57487,App
UK-2026-100050,2026-01-23,East,Guwahati,Face Wash Combo,Beauty,2,431,862,CUST-73338,Website
UK-2026-102290,2026-04-12,Central,Nagpur,Cotton Bedsheet Set,Home & Kitchen,-2,1393,2786,CUST-91219,Marketplace
UK-2026-103647,2026-05-25,East,Bhubaneswar,Running Sneakers,Fashion,3,2833,8499,CUST-75973,Marketplace
UK-2026-100883,2026-02-08,Central,Raipur,Non-Stick Cookware Set,Home & Kitchen,2,3037,6074,CUST-69623,App
UK-2026-102920,2026-04-20,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,1,1150,1150,CUST-95966,Website
UK-2026-101185,2026-02-26,South,Hyderabad,Running Sneakers,Fashion,1,2893,2893,CUST-64448,App
UK-2026-102700,2026-04-12,West,Surat,Air Fryer 5L,Home & Kitchen,1,5568,5568,CUST-74683,Marketplace
UK-2026-100140,2026-01-09,South,Hyderabad,Formal Shirt,Fashion,1,1072,1072,CUST-23768,Website
UK-2026-104785,2026-06-09,East,Patna,Vitamin C Serum,Beauty,1,664,664,CUST-47498,Marketplace
UK-2026-101953,2026-03-26,North,Gurugram,Running Sneakers,Fashion,1,2729,2729,CUST-93817,App
UK-2026-101347,2026-02-08,West,Mumbai,Air Fryer 5L,Home & Kitchen,1,5744,5744,CUST-77426,App
